sales_order_id,created_at,last_updated,design_id,staff_id,counterparty_id,units_sold,unit_price,currency_id,agreed_delivery_date,agreed_payment_date,agreed_delivery_location_id
3429,2023-07-26 12:09:09.854000,2023-07-26 12:09:09.854000,29,17,10,66337,3.18,1,2023-08-01,2023-07-31,24
3430,2023-07-26 12:20:10.062000,2023-07-26 12:20:10.062000,137,14,12,86627,3.53,2,2023-08-01,2023-07-26,25
3431,2023-07-26 12:39:09.896000,2023-07-26 12:39:09.896000,174,13,10,68428,3.38,3,2023-07-29,2023-07-31,22
3432,2023-07-26 13:08:10.039000,2023-07-26 13:08:10.039000,140,7,1,60033,3.11,2,2023-07-31,2023-07-29,6
3433,2023-07-26 13:45:09.762000,2023-07-26 13:45:09.762000,42,13,2,78041,3.35,3,2023-08-02,2023-07-31,21
3434,2023-07-26 13:58:09.694000,2023-07-26 13:58:09.694000,123,3,3,93118,2.27,2,2023-07-29,2023-07-27,7
3435,2023-07-26 14:26:10.677000,2023-07-26 14:26:10.677000,121,20,2,55992,2.31,3,2023-07-31,2023-07-29,28
3436,2023-07-26 15:24:09.867000,2023-07-26 15:24:09.867000,29,3,18,18734,3.82,3,2023-07-27,2023-07-31,15
3403,2023-07-24 17:31:09.791000,2023-07-24 17:31:09.791000,92,19,19,1261,2.60,2,2023-07-25,2023-07-29,15
2830,2023-06-19 15:30:11.764000,2023-06-19 15:30:11.764000,113,19,17,29444,2.49,3,2023-06-23,2023-06-25,23
3437,2023-07-26 15:34:09.763000,2023-07-26 15:34:09.763000,58,3,8,12690,3.18,1,2023-07-31,2023-08-01,29
5250,2023-11-16 12:17:10.027000,2023-11-16 12:17:10.027000,49,4,12,77049,3.09,3,2023-11-20,2023-11-21,1
3439,2023-07-26 16:59:09.908000,2023-07-26 16:59:09.908000,28,8,12,61761,2.32,3,2023-07-29,2023-08-01,1
3440,2023-07-26 17:00:09.780000,2023-07-26 17:00:09.780000,38,6,20,51325,2.84,3,2023-07-27,2023-08-01,3
3441,2023-07-26 17:31:09.841000,2023-07-26 17:31:09.841000,128,13,14,11143,2.35,3,2023-08-01,2023-08-01,21
3442,2023-07-26 17:33:10.119000,2023-07-26 17:33:10.119000,150,7,12,65008,3.50,1,2023-07-28,2023-07-30,14
3443,2023-07-26 17:38:09.830000,2023-07-26 17:38:09.830000,154,10,9,61145,3.91,3,2023-08-02,2023-07-26,19
3396,2023-07-24 13:15:09.666000,2023-07-24 13:15:09.666000,146,6,6,63485,3.28,2,2023-07-28,2023-07-27,5
3444,2023-07-26 18:14:09.756000,2023-07-26 18:14:09.756000,155,8,12,31043,3.84,1,2023-07-26,2023-07-31,15
3445,2023-07-26 18:29:09.872000,2023-07-26 18:29:09.872000,71,14,11,99056,2.73,2,2023-07-28,2023-07-27,15
3446,2023-07-26 18:32:09.732000,2023-07-26 18:32:09.732000,21,17,19,27569,2.01,3,2023-08-01,2023-07-30,1
3447,2023-07-27 08:29:10.044000,2023-07-27 08:29:10.044000,172,11,11,23478,3.41,2,2023-08-02,2023-07-29,5
3448,2023-07-27 08:31:09.950000,2023-07-27 08:31:09.950000,156,9,1,12956,3.86,1,2023-08-03,2023-08-01,27
3449,2023-07-27 09:32:09.992000,2023-07-27 09:32:09.992000,134,19,5,59673,3.28,3,2023-08-01,2023-07-29,28
3450,2023-07-27 10:08:09.770000,2023-07-27 10:08:09.770000,137,17,3,67077,3.61,3,2023-08-02,2023-07-31,24
3451,2023-07-27 10:28:09.912000,2023-07-27 10:28:09.912000,117,9,2,13780,2.89,2,2023-08-03,2023-07-31,22
3452,2023-07-27 10:38:09.983000,2023-07-27 10:38:09.983000,44,5,15,93158,3.77,3,2023-07-27,2023-07-29,21
3453,2023-07-27 10:43:09.842000,2023-07-27 10:43:09.842000,86,3,4,85961,3.69,2,2023-07-29,2023-08-01,9
3454,2023-07-27 10:48:09.962000,2023-07-27 10:48:09.962000,28,9,2,85943,2.86,1,2023-07-31,2023-07-29,21
3455,2023-07-27 10:55:09.687000,2023-07-27 10:55:09.687000,97,16,17,60730,3.83,1,2023-08-02,2023-08-02,30
3456,2023-07-27 11:26:09.990000,2023-07-27 11:26:09.990000,144,13,18,65343,2.74,2,2023-07-31,2023-07-31,30
3457,2023-07-27 12:38:10.063000,2023-07-27 12:38:10.063000,72,7,7,17561,3.54,2,2023-08-02,2023-07-28,15
3458,2023-07-27 13:29:09.765000,2023-07-27 13:29:09.765000,114,17,9,34534,2.79,1,2023-08-02,2023-07-27,12
3459,2023-07-27 13:44:09.950000,2023-07-27 13:44:09.950000,132,10,2,22432,3.42,3,2023-07-28,2023-07-28,18
3460,2023-07-27 13:56:09.719000,2023-07-27 13:56:09.719000,34,7,13,45329,2.45,3,2023-07-27,2023-07-29,28
3461,2023-07-27 14:03:10.044000,2023-07-27 14:03:10.044000,126,19,1,3307,2.28,3,2023-07-30,2023-07-31,15
3462,2023-07-27 14:54:09.976000,2023-07-27 14:54:09.976000,62,18,5,14167,3.31,1,2023-07-31,2023-08-02,9
2744,2023-06-13 14:55:09.999000,2023-06-13 14:55:09.999000,127,20,6,34604,3.01,3,2023-06-19,2023-06-18,6
3463,2023-07-27 16:10:10.014000,2023-07-27 16:10:10.014000,84,18,11,77468,2.57,3,2023-08-03,2023-07-29,30
3464,2023-07-27 16:40:09.789000,2023-07-27 16:40:09.789000,155,5,17,76200,3.74,1,2023-07-31,2023-07-30,30
3465,2023-07-27 17:14:10.046000,2023-07-27 17:14:10.046000,137,5,12,42023,2.21,1,2023-07-28,2023-07-31,8
3466,2023-07-27 17:15:09.860000,2023-07-27 17:15:09.860000,78,11,11,28675,3.12,2,2023-08-01,2023-07-30,17
3467,2023-07-27 17:53:10.148000,2023-07-27 17:53:10.148000,23,8,4,9207,3.18,3,2023-07-29,2023-07-31,12
3468,2023-07-27 18:07:09.768000,2023-07-27 18:07:09.768000,58,20,5,3034,3.37,2,2023-08-01,2023-07-31,2
3469,2023-07-27 18:25:09.817000,2023-07-27 18:25:09.817000,82,14,2,82404,2.16,3,2023-07-30,2023-07-28,24
3470,2023-07-27 18:38:10.152000,2023-07-27 18:38:10.152000,95,5,19,68499,3.40,3,2023-07-31,2023-07-30,14
3471,2023-07-27 18:56:09.977000,2023-07-27 18:56:09.977000,63,13,2,88528,2.79,2,2023-08-03,2023-07-28,5
3472,2023-07-28 09:48:10.077000,2023-07-28 09:48:10.077000,174,15,13,53904,3.02,1,2023-08-04,2023-08-02,2
3473,2023-07-28 10:50:10.306000,2023-07-28 10:50:10.306000,84,14,8,84525,3.85,3,2023-08-03,2023-07-31,13
3474,2023-07-28 10:56:09.750000,2023-07-28 10:56:09.750000,56,10,1,3911,3.01,2,2023-08-03,2023-07-31,16
3475,2023-07-28 11:06:10.163000,2023-07-28 11:06:10.163000,144,7,14,95690,2.46,2,2023-07-28,2023-07-29,15
3476,2023-07-28 11:26:09.765000,2023-07-28 11:26:09.765000,110,14,2,5024,3.17,2,2023-08-01,2023-07-28,3
1710,2023-04-12 08:29:09.801000,2023-04-12 08:29:09.801000,64,2,5,76281,2.90,3,2023-04-15,2023-04-15,26
3477,2023-07-28 12:42:09.993000,2023-07-28 12:42:09.993000,38,13,19,3024,2.03,3,2023-08-01,2023-07-30,22
3478,2023-07-28 12:47:09.743000,2023-07-28 12:47:09.743000,19,7,11,66189,2.22,2,2023-08-04,2023-07-30,24
3479,2023-07-28 12:51:09.861000,2023-07-28 12:51:09.861000,53,15,13,42144,3.27,3,2023-08-02,2023-08-01,8
3480,2023-07-28 13:14:09.624000,2023-07-28 13:14:09.624000,52,18,20,29297,3.98,3,2023-08-03,2023-08-01,9
3481,2023-07-28 13:35:09.991000,2023-07-28 13:35:09.991000,7,10,14,5868,2.66,2,2023-08-01,2023-07-28,26
3482,2023-07-28 14:05:09.978000,2023-07-28 14:05:09.978000,89,16,17,69976,2.46,2,2023-07-29,2023-07-31,23
3483,2023-07-28 14:33:10.029000,2023-07-28 14:33:10.029000,157,13,8,35055,2.33,2,2023-08-04,2023-07-30,5
3484,2023-07-28 14:44:09.913000,2023-07-28 14:44:09.913000,100,14,13,3765,3.90,3,2023-07-31,2023-07-30,28
3485,2023-07-28 14:50:09.794000,2023-07-28 14:50:09.794000,103,8,7,44680,3.64,1,2023-08-04,2023-07-29,13
3486,2023-07-28 15:29:09.742000,2023-07-28 15:29:09.742000,93,13,2,13862,2.52,1,2023-08-04,2023-08-02,10
3487,2023-07-28 16:07:10.003000,2023-07-28 16:07:10.003000,107,8,13,93867,2.10,3,2023-07-29,2023-07-29,26
3488,2023-07-28 16:39:10.161000,2023-07-28 16:39:10.161000,170,13,1,40474,3.32,1,2023-07-29,2023-08-01,12
3489,2023-07-28 16:58:09.701000,2023-07-28 16:58:09.701000,2,14,5,85950,3.97,2,2023-08-02,2023-08-01,23
3490,2023-07-28 17:07:10.030000,2023-07-28 17:07:10.030000,17,8,7,46905,3.23,1,2023-07-29,2023-08-01,30
3491,2023-07-28 17:27:09.838000,2023-07-28 17:27:09.838000,43,6,18,37536,2.99,1,2023-07-30,2023-08-01,14
3492,2023-07-28 17:37:10.139000,2023-07-28 17:37:10.139000,177,5,1,15203,3.55,3,2023-07-30,2023-07-29,16
3493,2023-07-28 18:16:09.723000,2023-07-28 18:16:09.723000,79,6,12,4687,3.15,3,2023-07-30,2023-07-30,4
3494,2023-07-28 18:19:10.021000,2023-07-28 18:19:10.021000,6,10,20,41596,3.88,2,2023-08-03,2023-07-31,17
3495,2023-07-28 18:23:09.794000,2023-07-28 18:23:09.794000,105,13,10,85483,3.04,3,2023-08-03,2023-07-30,19
3496,2023-07-28 18:46:09.705000,2023-07-28 18:46:09.705000,55,16,6,75053,2.64,3,2023-08-03,2023-07-31,12
3497,2023-07-31 08:10:10.229000,2023-07-31 08:10:10.229000,93,7,1,33665,2.36,1,2023-08-01,2023-08-05,29
3498,2023-07-31 08:56:10.182000,2023-07-31 08:56:10.182000,125,19,2,84029,2.37,1,2023-08-07,2023-07-31,11
3499,2023-07-31 09:06:09.777000,2023-07-31 09:06:09.777000,173,6,18,36292,3.99,1,2023-08-07,2023-08-03,23
3500,2023-07-31 09:10:10.380000,2023-07-31 09:10:10.380000,113,8,19,77849,3.23,3,2023-08-06,2023-08-03,29
3501,2023-07-31 09:34:09.702000,2023-07-31 09:34:09.702000,155,2,8,86340,3.01,1,2023-08-04,2023-08-04,8
3502,2023-07-31 09:53:10.097000,2023-07-31 09:53:10.097000,10,1,3,66457,2.11,3,2023-08-06,2023-08-04,10
3503,2023-07-31 10:12:10.196000,2023-07-31 10:12:10.196000,179,13,6,52650,3.39,2,2023-08-04,2023-08-05,19
3504,2023-07-31 10:16:12.690000,2023-07-31 10:16:12.690000,89,1,1,89369,3.29,1,2023-08-03,2023-08-01,11
3505,2023-07-31 10:41:09.857000,2023-07-31 10:41:09.857000,65,10,11,74369,2.03,1,2023-08-01,2023-08-03,16
3506,2023-07-31 11:02:09.831000,2023-07-31 11:02:09.831000,5,16,6,50536,3.65,1,2023-08-06,2023-08-03,1
3507,2023-07-31 11:57:10.055000,2023-07-31 11:57:10.055000,145,7,18,60585,3.28,1,2023-08-07,2023-08-04,6
3508,2023-07-31 12:11:09.849000,2023-07-31 12:11:09.849000,44,20,14,46628,2.53,2,2023-08-01,2023-08-01,27
3509,2023-07-31 12:40:09.957000,2023-07-31 12:40:09.957000,51,2,3,58251,2.68,3,2023-08-01,2023-08-02,3
3510,2023-07-31 14:15:10.069000,2023-07-31 14:15:10.069000,175,20,16,34878,2.07,2,2023-08-06,2023-08-02,9
3511,2023-07-31 14:37:09.970000,2023-07-31 14:37:09.970000,39,6,8,57252,3.01,2,2023-08-06,2023-08-02,22
3512,2023-07-31 14:43:09.731000,2023-07-31 14:43:09.731000,160,9,13,19421,2.76,3,2023-08-02,2023-08-01,23
3513,2023-07-31 14:50:12.286000,2023-07-31 14:50:12.286000,155,10,4,87806,2.00,1,2023-07-31,2023-08-03,10
3514,2023-07-31 15:13:10.034000,2023-07-31 15:13:10.034000,8,8,8,33206,2.34,3,2023-08-02,2023-08-03,18
3515,2023-07-31 16:05:09.795000,2023-07-31 16:05:09.795000,125,4,6,77809,3.13,3,2023-08-02,2023-08-01,17
3516,2023-07-31 18:13:10,2023-07-31 18:13:10,74,7,1,56959,3.50,2,2023-08-01,2023-08-02,12
3517,2023-07-31 18:16:10.125000,2023-07-31 18:16:10.125000,53,17,19,57023,3.73,2,2023-08-03,2023-08-03,9
3518,2023-07-31 18:31:09.864000,2023-07-31 18:31:09.864000,146,17,16,56514,2.66,1,2023-08-06,2023-08-03,22
3519,2023-08-01 08:25:09.909000,2023-08-01 08:25:09.909000,107,8,13,16745,3.07,3,2023-08-06,2023-08-02,24
3520,2023-08-01 09:37:10.041000,2023-08-01 09:37:10.041000,168,7,3,85219,2.40,3,2023-08-06,2023-08-05,2
3521,2023-08-01 11:07:09.942000,2023-08-01 11:07:09.942000,76,12,6,74064,2.19,2,2023-08-04,2023-08-04,17
3522,2023-08-01 12:17:09.843000,2023-08-01 12:17:09.843000,30,4,10,95400,2.19,3,2023-08-02,2023-08-03,4
3523,2023-08-01 12:48:10.047000,2023-08-01 12:48:10.047000,72,10,15,14489,2.01,3,2023-08-04,2023-08-01,18
3524,2023-08-01 13:01:09.760000,2023-08-01 13:01:09.760000,27,16,5,15933,2.67,1,2023-08-02,2023-08-07,21
3525,2023-08-01 13:32:09.877000,2023-08-01 13:32:09.877000,120,16,8,19086,3.67,2,2023-08-02,2023-08-06,8
3526,2023-08-01 13:47:09.792000,2023-08-01 13:47:09.792000,13,7,19,88234,2.66,3,2023-08-06,2023-08-06,7
3527,2023-08-01 14:06:10.213000,2023-08-01 14:06:10.213000,148,8,14,13774,2.49,3,2023-08-02,2023-08-04,11
3528,2023-08-01 14:41:09.801000,2023-08-01 14:41:09.801000,84,8,3,57903,3.08,3,2023-08-07,2023-08-03,4
3529,2023-08-01 14:44:10.105000,2023-08-01 14:44:10.105000,147,9,16,57674,2.62,2,2023-08-07,2023-08-03,2
3530,2023-08-01 15:01:09.710000,2023-08-01 15:01:09.710000,123,15,13,1175,2.33,3,2023-08-07,2023-08-06,13
3531,2023-08-01 15:10:09.969000,2023-08-01 15:10:09.969000,58,5,16,49544,3.48,2,2023-08-05,2023-08-05,16
3532,2023-08-01 15:19:09.998000,2023-08-01 15:19:09.998000,177,3,2,12853,3.93,2,2023-08-07,2023-08-05,11
3533,2023-08-01 17:00:09.966000,2023-08-01 17:00:09.966000,104,19,10,38088,3.64,3,2023-08-02,2023-08-02,17
3534,2023-08-01 17:11:09.799000,2023-08-01 17:11:09.799000,160,16,17,59726,2.24,2,2023-08-03,2023-08-04,27
3535,2023-08-01 17:50:09.753000,2023-08-01 17:50:09.753000,76,17,2,12961,3.83,3,2023-08-05,2023-08-03,2
3536,2023-08-01 18:10:09.904000,2023-08-01 18:10:09.904000,121,9,11,28819,3.69,1,2023-08-06,2023-08-06,25
3537,2023-08-02 08:11:09.984000,2023-08-02 08:11:09.984000,114,13,17,32415,3.52,2,2023-08-04,2023-08-02,28
3538,2023-08-02 08:53:09.790000,2023-08-02 08:53:09.790000,173,6,6,37613,3.58,2,2023-08-05,2023-08-05,15
3539,2023-08-02 09:10:09.786000,2023-08-02 09:10:09.786000,85,13,8,33289,3.25,1,2023-08-04,2023-08-06,19
3540,2023-08-02 09:46:09.887000,2023-08-02 09:46:09.887000,71,7,6,40668,3.21,1,2023-08-03,2023-08-03,13
3541,2023-08-02 10:13:09.707000,2023-08-02 10:13:09.707000,157,4,5,2627,2.83,2,2023-08-08,2023-08-05,25
3542,2023-08-02 10:21:09.931000,2023-08-02 10:21:09.931000,115,18,5,47441,3.17,3,2023-08-07,2023-08-02,6
3543,2023-08-02 11:24:10.133000,2023-08-02 11:24:10.133000,172,14,7,93052,3.39,3,2023-08-06,2023-08-03,14
3544,2023-08-02 11:25:10.588000,2023-08-02 11:25:10.588000,53,15,1,76798,3.60,3,2023-08-03,2023-08-05,16
3545,2023-08-02 11:46:09.893000,2023-08-02 11:46:09.893000,124,8,15,36936,3.54,1,2023-08-07,2023-08-04,26
3546,2023-08-02 11:49:10.078000,2023-08-02 11:49:10.078000,165,19,4,84270,2.29,2,2023-08-03,2023-08-07,5
3547,2023-08-02 11:50:09.616000,2023-08-02 11:50:09.616000,177,20,4,89428,2.43,3,2023-08-08,2023-08-03,1
3548,2023-08-02 12:38:09.654000,2023-08-02 12:38:09.654000,16,17,13,27419,2.98,2,2023-08-03,2023-08-04,13
3549,2023-08-02 12:55:09.766000,2023-08-02 12:55:09.766000,1,12,8,50092,3.02,3,2023-08-07,2023-08-07,2
3550,2023-08-02 13:12:10.289000,2023-08-02 13:12:10.289000,11,19,12,86275,3.31,2,2023-08-08,2023-08-04,10
3551,2023-08-02 13:39:10.189000,2023-08-02 13:39:10.189000,78,14,12,6756,2.31,2,2023-08-05,2023-08-06,1
3552,2023-08-02 14:08:09.845000,2023-08-02 14:08:09.845000,79,12,14,68889,2.12,1,2023-08-05,2023-08-06,28
10846,2024-10-24 17:07:09.768000,2024-10-24 17:07:09.768000,116,20,12,75404,2.93,2,2024-10-25,2024-10-26,16
3554,2023-08-02 16:17:09.997000,2023-08-02 16:17:09.997000,105,4,11,68845,3.31,2,2023-08-08,2023-08-04,21
3555,2023-08-02 17:50:10.024000,2023-08-02 17:50:10.024000,77,19,11,77373,3.38,1,2023-08-07,2023-08-06,14
3556,2023-08-02 18:13:10.058000,2023-08-02 18:13:10.058000,36,11,9,6842,2.77,2,2023-08-03,2023-08-03,10
3557,2023-08-02 18:19:10.120000,2023-08-02 18:19:10.120000,35,16,17,74602,3.21,3,2023-08-04,2023-08-07,18
3558,2023-08-02 18:25:10.069000,2023-08-02 18:25:10.069000,98,4,7,2850,2.16,1,2023-08-07,2023-08-08,22
3559,2023-08-02 18:49:09.853000,2023-08-02 18:49:09.853000,44,5,6,61066,3.61,2,2023-08-05,2023-08-06,28
3560,2023-08-03 09:08:09.779000,2023-08-03 09:08:09.779000,154,1,14,73071,2.60,1,2023-08-09,2023-08-08,9
3561,2023-08-03 11:49:10.065000,2023-08-03 11:49:10.065000,18,16,11,48970,3.45,1,2023-08-08,2023-08-06,28
3562,2023-08-03 11:52:10.016000,2023-08-03 11:52:10.016000,101,20,18,32650,2.41,3,2023-08-06,2023-08-08,17
3563,2023-08-03 12:38:09.922000,2023-08-03 12:38:09.922000,66,8,14,71700,2.55,3,2023-08-05,2023-08-06,10
3564,2023-08-03 12:53:09.712000,2023-08-03 12:53:09.712000,178,5,13,36038,2.61,2,2023-08-10,2023-08-07,24
3565,2023-08-03 13:26:09.972000,2023-08-03 13:26:09.972000,50,6,2,50888,3.46,2,2023-08-04,2023-08-04,10
3566,2023-08-03 13:45:09.737000,2023-08-03 13:45:09.737000,90,3,18,83283,2.42,1,2023-08-07,2023-08-05,16
3567,2023-08-03 13:54:10.053000,2023-08-03 13:54:10.053000,147,2,10,43625,3.03,2,2023-08-08,2023-08-06,7
3568,2023-08-03 13:55:09.727000,2023-08-03 13:55:09.727000,56,18,7,60055,2.98,1,2023-08-09,2023-08-08,2
3569,2023-08-03 14:34:09.814000,2023-08-03 14:34:09.814000,123,15,4,60893,2.79,1,2023-08-07,2023-08-07,21
3570,2023-08-03 14:48:10.103000,2023-08-03 14:48:10.103000,108,19,5,35395,2.29,2,2023-08-04,2023-08-07,16
3571,2023-08-03 16:42:09.717000,2023-08-03 16:42:09.717000,130,18,18,7595,3.95,1,2023-08-04,2023-08-07,11
3572,2023-08-03 17:10:09.996000,2023-08-03 17:10:09.996000,177,8,2,95683,2.29,1,2023-08-05,2023-08-05,12
3573,2023-08-03 18:33:10.345000,2023-08-03 18:33:10.345000,116,14,18,30621,2.04,2,2023-08-08,2023-08-07,15
3574,2023-08-03 18:39:10.052000,2023-08-03 18:39:10.052000,126,20,13,87558,2.59,1,2023-08-05,2023-08-07,8
3575,2023-08-04 08:09:09.929000,2023-08-04 08:09:09.929000,76,3,14,7034,3.31,2,2023-08-04,2023-08-05,10
3576,2023-08-04 08:43:09.763000,2023-08-04 08:43:09.763000,146,10,15,18885,2.96,3,2023-08-08,2023-08-09,11
3577,2023-08-04 09:03:10.138000,2023-08-04 09:03:10.138000,37,12,18,85431,2.16,2,2023-08-05,2023-08-05,12
3578,2023-08-04 09:06:09.818000,2023-08-04 09:06:09.818000,34,6,11,99845,3.55,2,2023-08-06,2023-08-09,28
3579,2023-08-04 09:40:10.023000,2023-08-04 09:40:10.023000,83,5,13,62108,3.88,1,2023-08-06,2023-08-08,9
3580,2023-08-04 10:07:09.802000,2023-08-04 10:07:09.802000,108,7,17,57238,3.00,3,2023-08-04,2023-08-09,15
3581,2023-08-04 10:19:10.078000,2023-08-04 10:19:10.078000,168,6,10,16510,3.46,2,2023-08-10,2023-08-05,13
3582,2023-08-04 10:42:09.970000,2023-08-04 10:42:09.970000,32,15,10,32674,2.85,3,2023-08-06,2023-08-05,12
3583,2023-08-04 11:08:09.841000,2023-08-04 11:08:09.841000,73,2,10,24299,3.47,2,2023-08-06,2023-08-07,22
3584,2023-08-04 11:24:10.068000,2023-08-04 11:24:10.068000,140,14,11,79848,3.78,1,2023-08-08,2023-08-09,6
3585,2023-08-04 11:29:09.739000,2023-08-04 11:29:09.739000,136,17,19,1176,2.12,1,2023-08-10,2023-08-09,3
3586,2023-08-04 12:25:10.077000,2023-08-04 12:25:10.077000,136,16,8,25368,2.51,3,2023-08-09,2023-08-08,5
3587,2023-08-04 13:01:09.697000,2023-08-04 13:01:09.697000,36,5,2,87632,3.07,1,2023-08-07,2023-08-09,18
3588,2023-08-04 14:07:10.151000,2023-08-04 14:07:10.151000,118,19,2,25598,2.83,3,2023-08-09,2023-08-10,7
3589,2023-08-04 15:13:09.699000,2023-08-04 15:13:09.699000,44,8,7,94940,2.63,3,2023-08-10,2023-08-06,9
3590,2023-08-04 16:06:09.787000,2023-08-04 16:06:09.787000,86,10,15,86298,2.84,1,2023-08-09,2023-08-06,8
3591,2023-08-04 16:34:09.700000,2023-08-04 16:34:09.700000,97,13,2,90430,3.46,1,2023-08-05,2023-08-06,30
3592,2023-08-04 17:44:09.731000,2023-08-04 17:44:09.731000,75,6,12,75316,2.97,3,2023-08-08,2023-08-09,28
3593,2023-08-04 18:30:09.730000,2023-08-04 18:30:09.730000,23,15,2,92164,2.06,3,2023-08-11,2023-08-08,19
3594,2023-08-04 18:55:10.374000,2023-08-04 18:55:10.374000,82,11,17,26947,2.46,1,2023-08-05,2023-08-10,16
3595,2023-08-07 08:16:09.775000,2023-08-07 08:16:09.775000,180,6,3,34022,2.08,2,2023-08-10,2023-08-08,6
3596,2023-08-07 09:13:09.692000,2023-08-07 09:13:09.692000,109,8,14,33138,2.43,1,2023-08-10,2023-08-10,17
3597,2023-08-07 09:41:09.935000,2023-08-07 09:41:09.935000,48,3,10,7339,2.92,1,2023-08-13,2023-08-13,18
3598,2023-08-07 09:43:09.981000,2023-08-07 09:43:09.981000,43,12,18,17063,2.28,3,2023-08-08,2023-08-10,27
3599,2023-08-07 10:24:09.982000,2023-08-07 10:24:09.982000,31,11,12,40179,2.57,1,2023-08-12,2023-08-12,14
3600,2023-08-07 10:44:09.803000,2023-08-07 10:44:09.803000,152,9,9,14668,3.45,2,2023-08-14,2023-08-10,18
3601,2023-08-07 10:57:09.957000,2023-08-07 10:57:09.957000,54,1,6,66538,4.00,3,2023-08-07,2023-08-12,13
10794,2024-10-22 16:09:09.731000,2024-10-22 16:09:09.731000,229,16,10,46098,3.51,2,2024-10-23,2024-10-25,4
3603,2023-08-07 12:07:09.729000,2023-08-07 12:07:09.729000,63,18,18,39305,2.28,2,2023-08-10,2023-08-11,1
3604,2023-08-07 12:20:10.100000,2023-08-07 12:20:10.100000,33,15,2,52052,2.34,3,2023-08-10,2023-08-07,21
3605,2023-08-07 12:43:09.959000,2023-08-07 12:43:09.959000,164,8,13,79479,2.34,1,2023-08-11,2023-08-12,19
3606,2023-08-07 13:00:09.831000,2023-08-07 13:00:09.831000,132,2,6,68051,2.23,1,2023-08-12,2023-08-10,1
3607,2023-08-07 14:20:09.742000,2023-08-07 14:20:09.742000,9,15,16,95394,2.29,1,2023-08-14,2023-08-11,2
3608,2023-08-07 14:52:10.042000,2023-08-07 14:52:10.042000,168,15,12,8612,2.84,2,2023-08-11,2023-08-09,3
3609,2023-08-07 14:59:09.820000,2023-08-07 14:59:09.820000,37,16,17,12557,2.52,3,2023-08-14,2023-08-12,12
3610,2023-08-07 15:04:09.717000,2023-08-07 15:04:09.717000,104,9,10,35529,3.33,3,2023-08-14,2023-08-10,19
3611,2023-08-07 15:07:09.940000,2023-08-07 15:07:09.940000,117,14,1,63373,3.67,1,2023-08-08,2023-08-09,24
3612,2023-08-07 15:16:09.813000,2023-08-07 15:16:09.813000,98,4,19,27563,2.54,1,2023-08-14,2023-08-13,22
3613,2023-08-07 15:43:09.827000,2023-08-07 15:43:09.827000,99,6,15,35502,2.73,3,2023-08-08,2023-08-11,6
3614,2023-08-07 15:51:09.878000,2023-08-07 15:51:09.878000,136,16,5,28324,3.79,3,2023-08-12,2023-08-08,14
3615,2023-08-07 16:33:10.070000,2023-08-07 16:33:10.070000,90,12,3,57392,2.12,2,2023-08-08,2023-08-10,28
3616,2023-08-07 17:41:09.724000,2023-08-07 17:41:09.724000,143,9,4,15523,3.91,3,2023-08-08,2023-08-12,22
3618,2023-08-07 18:02:09.751000,2023-08-07 18:02:09.751000,57,16,15,61544,3.90,3,2023-08-11,2023-08-11,9
3619,2023-08-07 18:40:10.117000,2023-08-07 18:40:10.117000,62,6,10,29002,3.84,3,2023-08-07,2023-08-08,18
3620,2023-08-07 18:42:09.986000,2023-08-07 18:42:09.986000,65,3,10,37084,3.63,1,2023-08-10,2023-08-08,2
3621,2023-08-07 18:50:09.650000,2023-08-07 18:50:09.650000,142,8,20,34046,3.81,1,2023-08-11,2023-08-08,15
3622,2023-08-08 08:23:09.949000,2023-08-08 08:23:09.949000,144,3,11,76504,2.16,1,2023-08-13,2023-08-10,29
3623,2023-08-08 08:57:09.881000,2023-08-08 08:57:09.881000,75,14,11,80847,2.71,3,2023-08-13,2023-08-12,13
3624,2023-08-08 09:06:09.833000,2023-08-08 09:06:09.833000,34,10,15,35904,2.64,3,2023-08-09,2023-08-09,3
3625,2023-08-08 09:21:09.722000,2023-08-08 09:21:09.722000,7,2,3,98257,3.69,2,2023-08-14,2023-08-11,20
3626,2023-08-08 09:31:10.125000,2023-08-08 09:31:10.125000,92,18,17,73052,3.58,3,2023-08-13,2023-08-10,11
3627,2023-08-08 09:47:09.708000,2023-08-08 09:47:09.708000,16,20,6,59358,2.97,2,2023-08-13,2023-08-11,19
3628,2023-08-08 10:55:09.935000,2023-08-08 10:55:09.935000,18,2,10,16288,3.35,3,2023-08-13,2023-08-11,10
3629,2023-08-08 11:32:10.034000,2023-08-08 11:32:10.034000,24,17,4,53890,2.08,3,2023-08-10,2023-08-13,13
3630,2023-08-08 12:16:10.188000,2023-08-08 12:16:10.188000,67,16,13,8849,3.58,1,2023-08-10,2023-08-09,6
3631,2023-08-08 13:01:09.839000,2023-08-08 13:01:09.839000,138,11,20,79315,2.63,2,2023-08-11,2023-08-09,4
3632,2023-08-08 13:10:09.756000,2023-08-08 13:10:09.756000,38,1,9,29822,3.93,1,2023-08-13,2023-08-10,21
3633,2023-08-08 14:27:09.988000,2023-08-08 14:27:09.988000,5,5,8,32038,2.01,2,2023-08-13,2023-08-13,26
3634,2023-08-08 14:38:10.344000,2023-08-08 14:38:10.344000,68,6,10,79350,2.87,1,2023-08-11,2023-08-10,27
3635,2023-08-08 14:56:09.780000,2023-08-08 14:56:09.780000,108,16,16,30449,3.66,3,2023-08-09,2023-08-09,14
